n,2n,closest_value,d(n)
28262623,56525246,56643409,118163
28261887,56523774,56641933,118159
28259753,56519506,56637658,118152
28259263,56518526,56636678,118152
28258643,56517286,56635432,118146
28257607,56515214,56633357,118143
28253561,56507122,56625257,118135
28251375,56502750,56620883,118133
28251183,56502366,56620498,118132
28250779,56501558,56619682,118124
28249039,56498078,56616191,118113
28248441,56496882,56614988,118106
28247379,56494758,56612857,118099
28245631,56491262,56609351,118089
28244127,56488254,56606336,118082
28243359,56486718,56604796,118078
28241255,56482510,56600584,118074
28239151,56478302,56596372,118070
28237803,56475606,56593667,118061
28237759,56475518,56593576,118058
28236031,56472062,56590114,118052
28235519,56471038,56589086,118048
28234047,56468094,56586142,118048
28232495,56464990,56583038,118048
28230783,56461566,56579614,118048
28230607,56461214,56579246,118032
28230521,56461042,56579074,118032
28226527,56453054,56571074,118020
28225161,56450322,56568334,118012
28223657,56447314,56565317,118003
28220991,56441982,56559977,117995
28219687,56439374,56557367,117993
28218633,56437266,56555252,117986
28218081,56436162,56554141,117979
28213095,56426190,56544142,117952
28211943,56423886,56541838,117952
28211881,56423762,56541710,117948
28207615,56415230,56533162,117932
28203751,56407502,56525417,117915
28201641,56403282,56521192,117910
28200063,56400126,56518036,117910
28198695,56397390,56515295,117905
28198127,56396254,56514149,117895
28197735,56395470,56513362,117892
28195711,56391422,56509306,117884
28193535,56387070,56504942,117872
28192057,56384114,56501986,117872
28191591,56383182,56501045,117863
28189119,56378238,56496091,117853
28184573,56369146,56486998,117852
28184383,56368766,56486608,117842
28183713,56367426,56485262,117836
28181351,56362702,56480524,117822
28180327,56360654,56478472,117818
28178367,56356734,56474545,117811
28175575,56351150,56468956,117806
28175167,56350334,56468135,117801
28173865,56347730,56465525,117795
28172959,56345918,56463709,117791
28172031,56344062,56461844,117782
28169983,56339966,56457739,117773
28168911,56337822,56455594,117772
28167807,56335614,56453377,117763
28163711,56327422,56445173,117751
28161577,56323154,56440901,117747
28158623,56317246,56434988,117742
28157311,56314622,56432362,117740
28156923,56313846,56431570,117724
28155935,56311870,56429590,117720
28155647,56311294,56429008,117714
28153321,56306642,56424350,117708
28151887,56303774,56421479,117705
28151351,56302702,56420401,117699
28148123,56296246,56413936,117690
28146111,56292222,56409895,117673
28145417,56290834,56408507,117673
28144283,56288566,56406238,117672
28142687,56285374,56403038,117664
28142079,56284158,56401816,117658
28140157,56280314,56397968,117654
28139347,56278694,56396344,117650
28136575,56273150,56390786,117636
28134201,56268402,56386034,117632
28133551,56267102,56384728,117626
28131753,56263506,56381123,117617
28129371,56258742,56376346,117604
28126311,56252622,56370212,117590
28124399,56248798,56366387,117589
28124187,56248374,56365961,117587
28123887,56247774,56365355,117581
28117951,56235902,56353480,117578
28117559,56235118,56352680,117562
28117369,56234738,56352298,117560
28115583,56231166,56348723,117557
28114943,56229886,56347432,117546
28114623,56229246,56346790,117544
28113407,56226814,56344355,117541
28112183,56224366,56341904,117538
28107679,56215358,56332888,117530
28107519,56215038,56332564,117526
28106599,56213198,56330714,117516
28105183,56210366,56327869,117503
28102363,56204726,56322221,117495
28096507,56193014,56310491,117477
28095657,56191314,56308778,117464
28092969,56185938,56303399,117461
28091655,56183310,56300759,117449
28089583,56179166,56296604,117438
28089051,56178102,56295539,117437
28085503,56171006,56288432,117426
28083337,56166674,56284091,117417
28078127,56156254,56273647,117393
28075803,56151606,56268988,117382
28074665,56149330,56266706,117376
28073679,56147358,56264732,117374
28072927,56145854,56263223,117369
28072105,56144210,56261575,117365
28067999,56135998,56253346,117348
28063527,56127054,56244388,117334
28063391,56126782,56244112,117330
28060543,56121086,56238406,117320
28057897,56115794,56233106,117312
28056575,56113150,56230450,117300
28054767,56109534,56226832,117298
28054079,56108158,56225450,117292
28051731,56103462,56220749,117287
28051323,56102646,56219932,117286
28050279,56100558,56217838,117280
28049103,56098206,56215475,117269
28048895,56097790,56215058,117268
28048111,56096222,56213488,117266
28046303,56092606,56209864,117258
28045311,56090622,56207873,117251
28040895,56081790,56199028,117238
28040447,56080894,56198128,117234
28036735,56073470,56190689,117219
28034075,56068150,56185366,117216
28031615,56063230,56180446,117216
28030423,56060846,56178050,117204
28029305,56058610,56175797,117187
28028399,56056798,56173984,117186
28026303,56052606,56169785,117179
28022825,56045650,56162828,117178
28022223,56044446,56161613,117167
28017819,56035638,56152781,117143
28014491,56028982,56146112,117130
28012995,56025990,56143115,117125
28012185,56024370,56141491,117121
28011935,56023870,56140990,117120
28010715,56021430,56138548,117118
28009641,56019282,56136395,117113
28008585,56017170,56134276,117106
28006727,56013454,56130544,117090
28003497,56006994,56124076,117082
28002411,56004822,56121898,117076
28001257,56002514,56119583,117069
27998543,55997086,56114149,117063
27996897,55993794,56110850,117056
27996385,55992770,56109824,117054
27995465,55990930,56107981,117051
27994387,55988774,56105824,117050
27993647,55987294,56104336,117042
27990183,55980366,56097400,117034
27987999,55975998,56093020,117022
27987913,55975826,56092846,117020
27985387,55970774,56087782,117008
27984609,55969218,56086226,117008
27984027,55968054,56085056,117002
27982957,55965914,56082914,117000
27980647,55961294,56078275,116981
27978409,55956818,56073791,116973
27976745,55953490,56070461,116971
27976639,55953278,56070245,116967
27969307,55938614,56055550,116936
27968649,55937298,56054234,116936
27968511,55937022,56053954,116932
27967983,55935966,56052898,116932
27965407,55930814,56047736,116922
27963433,55926866,56043782,116916
27961543,55923086,56039998,116912
27958685,55917370,56034272,116902
27957705,55915410,56032312,116902
27957575,55915150,56032034,116884
27953833,55907666,56024536,116870
27951103,55902206,56019064,116858
27947759,55895518,56012363,116845
27945983,55891966,56008802,116836
27945071,55890142,56006975,116833
27942739,55885478,56002304,116826
27941659,55883318,56000140,116822
27941115,55882230,55999048,116818
27936531,55873062,55989872,116810
27936383,55872766,55989562,116796
27931809,55863618,55980412,116794
27931635,55863270,55980062,116792
27931263,55862526,55979318,116792
27930527,55861054,55977838,116784
27929559,55859118,55975900,116782
27928575,55857150,55973926,116776
27928303,55856606,55973374,116768
27928191,55856382,55973147,116765
27926695,55853390,55970153,116763
27925503,55851006,55967768,116762
27924457,55848914,55965667,116753
27924351,55848702,55965449,116747
27921835,55843670,55960414,116744
27920871,55841742,55958476,116734
27919087,55838174,55954906,116732
27918031,55836062,55952782,116720
27917375,55834750,55951469,116719
27915743,55831486,55948202,116716
27914995,55829990,55946702,116712
27914735,55829470,55946176,116706
27910255,55820510,55937198,116688
27910143,55820286,55936973,116687
27907209,55814418,55931098,116680
27906793,55813586,55930264,116678
27902953,55805906,55922563,116657
27901799,55803598,55920253,116655
27900697,55801394,55918048,116654
27898735,55797470,55914118,116648
27897855,55795710,55912354,116644
27897191,55794382,55911023,116641
27897071,55794142,55910773,116631
27893929,55787858,55904488,116630
27892979,55785958,55902586,116628
27892903,55785806,55902424,116618
27890687,55781374,55897990,116616
27889983,55779966,55896574,116608
27887679,55775358,55891955,116597
27886505,55773010,55889602,116592
27884455,55768910,55885501,116591
27883433,55766866,55883452,116586
27881609,55763218,55879793,116575
27880479,55760958,55877525,116567
27878639,55757278,55873834,116556
27876335,55752670,55869223,116553
27875807,55751614,55868164,116550
27872735,55745470,55862008,116538
27872583,55745166,55861700,116534
27869183,55738366,55854886,116520
27869031,55738062,55854580,116518
27865743,55731486,55847990,116504
27863999,55727998,55844498,116500
27863643,55727286,55843781,116495
27862697,55725394,55841882,116488
27858943,55717886,55834373,116487
27858687,55717374,55833860,116486
27858479,55716958,55833442,116484
27857449,55714898,55831376,116478
27856231,55712462,55828928,116466
27855611,55711222,55827683,116461
27854315,55708630,55825085,116455
27854271,55708542,55824997,116455
27852335,55704670,55821122,116452
27852255,55704510,55820962,116452
27850431,55700862,55817302,116440
27848447,55696894,55813333,116439
27847787,55695574,55812007,116433
27846185,55692370,55808801,116431
27845479,55690958,55807375,116417
27842887,55685774,55802186,116412
27839561,55679122,55795534,116412
27838951,55677902,55794299,116397
27837095,55674190,55790584,116394
27836263,55672526,55788907,116381
27833447,55666894,55783261,116367
27832391,55664782,55781149,116367
27830953,55661906,55778261,116355
27828223,55656446,55772795,116349
27827767,55655534,55771883,116349
27824409,55648818,55765160,116342
27824237,55648474,55764814,116340
27824127,55648254,55764592,116338
27821383,55642766,55759102,116336
27818441,55636882,55753204,116322
27818143,55636286,55752599,116313
27816687,55633374,55749671,116297
27814057,55628114,55744402,116288
27807579,55615158,55731436,116278
27806779,55613558,55729834,116276
27805161,55610322,55726582,116260
27804841,55609682,55725929,116247
27801851,55603702,55719944,116242
27800815,55601630,55717859,116229
27798683,55597366,55713592,116226
27797729,55595458,55711678,116220
27796947,55593894,55710112,116218
27796731,55593462,55709675,116213
27793919,55587838,55704040,116202
27793735,55587470,55703669,116199
27790377,55580754,55696943,116189
27788007,55576014,55692203,116189
27787335,55574670,55690852,116182
27784745,55569490,55685668,116178
27784731,55569462,55685630,116168
27779945,55559890,55676054,116164
27779943,55559886,55676038,116152
27778587,55557174,55673315,116141
27776467,55552934,55669072,116138
27775353,55550706,55666844,116138
27772775,55545550,55661668,116118
27769631,55539262,55655369,116107
27768923,55537846,55653946,116100
27766921,55533842,55649942,116100
27766855,55533710,55649806,116096
27765695,55531390,55647481,116091
27765671,55531342,55647430,116088
27763615,55527230,55643318,116088
27760891,55521782,55637854,116072
27760031,55520062,55636126,116064
27757863,55515726,55631783,116057
27755775,55511550,55627594,116044
27752041,55504082,55620113,116031
27751151,55502302,55618330,116028
27750143,55500286,55616303,116017
27748679,55497358,55613375,116017
27747647,55495294,55611310,116016
27746587,55493174,55609178,116004
27742111,55484222,55600222,116000
27739625,55479250,55595248,115998
27739001,55478002,55593985,115983
27737995,55475990,55591972,115982
27737535,55475070,55591046,115976
27736647,55473294,55589269,115975
27736535,55473070,55589044,115974
27736137,55472274,55588241,115967
27735479,55470958,55586924,115966
27734655,55469310,55585268,115958
27733231,55466462,55582409,115947
27729005,55458010,55573948,115938
27727463,55454926,55570859,115933
27726479,55452958,55568888,115930
27725855,55451710,55567628,115918
27724777,55449554,55565468,115914
27722479,55444958,55560872,115914
27721887,55443774,55559684,115910
27721371,55442742,55558651,115909
27720357,55440714,55556621,115907
27719567,55439134,55555031,115897
27719297,55438594,55554488,115894
27719015,55438030,55553924,115894
27717631,55435262,55551148,115886
27716361,55432722,55548604,115882
27715319,55430638,55546516,115878
27712265,55424530,55540402,115872
27708863,55417726,55533572,115846
27708571,55417142,55532987,115845
27706463,55412926,55528766,115840
27704703,55409406,55525238,115832
27702431,55404862,55520680,115818
27701999,55403998,55519816,115818
27696863,55393726,55509542,115816
27696367,55392734,55508530,115796
27695899,55391798,55507589,115791
27692599,55385198,55500982,115784
27689983,55379966,55495744,115778
27689451,55378902,55494671,115769
27687527,55375054,55490818,115764
27685215,55370430,55486190,115760
27683839,55367678,55483420,115742
27680761,55361522,55477258,115736
27680057,55360114,55475846,115732
27677159,55354318,55470035,115717
27675135,55350270,55465978,115708
27670767,55341534,55457224,115690
27670687,55341374,55457062,115688
27665793,55331586,55447270,115684
27665435,55330870,55446551,115681
27665051,55330102,55445782,115680
27664219,55328438,55444102,115664
27661179,55322358,55438019,115661
27660191,55320382,55436023,115641
27657727,55315454,55431094,115640
27655471,55310942,55426570,115628
27654303,55308606,55424230,115624
27653241,55306482,55422106,115624
27652799,55305598,55421216,115618
27650791,55301582,55417193,115611
27645865,55291730,55407314,115584
27643371,55286742,55402319,115577
27642537,55285074,55400650,115576
27641825,55283650,55399222,115572
27641627,55283254,55398818,115564
27638269,55276538,55392100,115562
27636463,55272926,55388470,115544
27636383,55272766,55388308,115542
27633119,55266238,55381778,115540
27633087,55266174,55381702,115528
27630759,55261518,55377040,115522
27626281,55252562,55368076,115514
27625615,55251230,55366739,115509
